feature_id,feature_name,tender_number,area_code,area_name,placemark_name,aimag,soum,area_hectares,declared_coordinate_count,source_coordinate_count,unique_coordinate_count,geometry_type,polygon_count,hole_count,hole_coordinate_count,profile,source_placemark_id,description,coordinate_system,polygon_closed,bbox_min_longitude,bbox_min_latitude,bbox_max_longitude,bbox_max_latitude,center_longitude,center_latitude,source_url,closure_note,repairs
9111,Ханан,91,9111,Ханан,91_0011_Ханан,Сүхбаатар,Эрдэнэцагаан,840.39,10,11,10,Polygon,1,0,0,tender_areas,,"<table border='1' cellpadding='4' cellspacing='0'><tr><th align='left'>Сонгон шалгаруулалт</th><td>91</td></tr><tr><th align='left'>Талбай</th><td>Ханан</td></tr><tr><th align='left'>Код</th><td>9111</td></tr><tr><th align='left'>Аймаг</th><td>Сүхбаатар</td></tr><tr><th align='left'>Сум</th><td>Эрдэнэцагаан</td></tr><tr><th align='left'>Талбай (га)</th><td>840.39</td></tr><tr><th align='left'>Ашигт малтмал</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Координатын тоо</th><td>10</td></tr><tr><th align='left'>Coordinate System</th><td>WGS84 (EPSG:4326)</td></tr><tr><th align='left'>Эх сурвалж</th><td><a href=""https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga"">https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga</a></td></tr><tr><th align='left'>Геологийн муж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Тектоникийн нэгж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>1:200,000 геологийн лист</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Илэрцүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ордууд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ашигт малтмалын илрэлүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ойролцоох лицензүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол зам хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Суурин газар хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол мөрөн</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Хамгаалалттай газар</th><td>Мэдээлэл байхгүй</td></tr></table>",WGS84 (EPSG:4326),True,115.0147583333,45.5309055556,115.0650777778,45.5563888889,115.03441908403997,45.544530133755046,https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga,Each source outer ring contains a required closing coordinate that repeats its first vertex; the declared count excludes closing coordinates.,
9112,Тэрэм хөтөл,91,9112,Тэрэм хөтөл,91_0012_Тэрэм_хөтөл,Ховд,Мөст,12563.6,80,81,80,Polygon,1,0,0,tender_areas,,"<table border='1' cellpadding='4' cellspacing='0'><tr><th align='left'>Сонгон шалгаруулалт</th><td>91</td></tr><tr><th align='left'>Талбай</th><td>Тэрэм хөтөл</td></tr><tr><th align='left'>Код</th><td>9112</td></tr><tr><th align='left'>Аймаг</th><td>Ховд</td></tr><tr><th align='left'>Сум</th><td>Мөст</td></tr><tr><th align='left'>Талбай (га)</th><td>12563.6</td></tr><tr><th align='left'>Ашигт малтмал</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Координатын тоо</th><td>80</td></tr><tr><th align='left'>Coordinate System</th><td>WGS84 (EPSG:4326)</td></tr><tr><th align='left'>Эх сурвалж</th><td><a href=""https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga"">https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga</a></td></tr><tr><th align='left'>Геологийн муж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Тектоникийн нэгж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>1:200,000 геологийн лист</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Илэрцүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ордууд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ашигт малтмалын илрэлүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ойролцоох лицензүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол зам хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Суурин газар хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол мөрөн</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Хамгаалалттай газар</th><td>Мэдээлэл байхгүй</td></tr></table>",WGS84 (EPSG:4326),True,92.5806472222,46.6666777778,92.7974583333,46.7727416667,92.69919152848148,46.71847735991753,https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga,Each source outer ring contains a required closing coordinate that repeats its first vertex; the declared count excludes closing coordinates.,
9113,Шивээт худаг,91,9113,Шивээт худаг,91_0013_Шивээт_худаг,Увс,Наранбулаг,1845.99,14,15,14,Polygon,1,0,0,tender_areas,,"<table border='1' cellpadding='4' cellspacing='0'><tr><th align='left'>Сонгон шалгаруулалт</th><td>91</td></tr><tr><th align='left'>Талбай</th><td>Шивээт худаг</td></tr><tr><th align='left'>Код</th><td>9113</td></tr><tr><th align='left'>Аймаг</th><td>Увс</td></tr><tr><th align='left'>Сум</th><td>Наранбулаг</td></tr><tr><th align='left'>Талбай (га)</th><td>1845.99</td></tr><tr><th align='left'>Ашигт малтмал</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Координатын тоо</th><td>14</td></tr><tr><th align='left'>Coordinate System</th><td>WGS84 (EPSG:4326)</td></tr><tr><th align='left'>Эх сурвалж</th><td><a href=""https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga"">https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga</a></td></tr><tr><th align='left'>Геологийн муж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Тектоникийн нэгж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>1:200,000 геологийн лист</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Илэрцүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ордууд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ашигт малтмалын илрэлүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ойролцоох лицензүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол зам хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Суурин газар хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол мөрөн</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Хамгаалалттай газар</th><td>Мэдээлэл байхгүй</td></tr></table>",WGS84 (EPSG:4326),True,92.1500861111,49.341675,92.1917111111,49.4000861111,92.17117170576091,49.37240837814424,https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga,Each source outer ring contains a required closing coordinate that repeats its first vertex; the declared count excludes closing coordinates.,
9114,Дуган толгой,91,9114,Дуган толгой,91_0014_Дуган_толгой,Хөвсгөл,Цагаан-Уул,3601.87,38,39,38,Polygon,1,0,0,tender_areas,,"<table border='1' cellpadding='4' cellspacing='0'><tr><th align='left'>Сонгон шалгаруулалт</th><td>91</td></tr><tr><th align='left'>Талбай</th><td>Дуган толгой</td></tr><tr><th align='left'>Код</th><td>9114</td></tr><tr><th align='left'>Аймаг</th><td>Хөвсгөл</td></tr><tr><th align='left'>Сум</th><td>Цагаан-Уул</td></tr><tr><th align='left'>Талбай (га)</th><td>3601.87</td></tr><tr><th align='left'>Ашигт малтмал</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Координатын тоо</th><td>38</td></tr><tr><th align='left'>Coordinate System</th><td>WGS84 (EPSG:4326)</td></tr><tr><th align='left'>Эх сурвалж</th><td><a href=""https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga"">https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga</a></td></tr><tr><th align='left'>Геологийн муж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Тектоникийн нэгж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>1:200,000 геологийн лист</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Илэрцүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ордууд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ашигт малтмалын илрэлүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ойролцоох лицензүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол зам хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Суурин газар хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол мөрөн</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Хамгаалалттай газар</th><td>Мэдээлэл байхгүй</td></tr></table>",WGS84 (EPSG:4326),True,98.7173972222,49.5555555556,98.866775,49.6263694444,98.78457896702449,49.57768169538626,https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga,Each source outer ring contains a required closing coordinate that repeats its first vertex; the declared count excludes closing coordinates.,
9115,Шамба уул,91,9115,Шамба уул,91_0015_Шамба_уул,Хөвсгөл,Цагаан-Уул,441.03,13,14,13,Polygon,1,0,0,tender_areas,,"<table border='1' cellpadding='4' cellspacing='0'><tr><th align='left'>Сонгон шалгаруулалт</th><td>91</td></tr><tr><th align='left'>Талбай</th><td>Шамба уул</td></tr><tr><th align='left'>Код</th><td>9115</td></tr><tr><th align='left'>Аймаг</th><td>Хөвсгөл</td></tr><tr><th align='left'>Сум</th><td>Цагаан-Уул</td></tr><tr><th align='left'>Талбай (га)</th><td>441.03</td></tr><tr><th align='left'>Ашигт малтмал</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Координатын тоо</th><td>13</td></tr><tr><th align='left'>Coordinate System</th><td>WGS84 (EPSG:4326)</td></tr><tr><th align='left'>Эх сурвалж</th><td><a href=""https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga"">https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga</a></td></tr><tr><th align='left'>Геологийн муж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Тектоникийн нэгж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>1:200,000 геологийн лист</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Илэрцүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ордууд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ашигт малтмалын илрэлүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ойролцоох лицензүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол зам хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Суурин газар хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол мөрөн</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Хамгаалалттай газар</th><td>Мэдээлэл байхгүй</td></tr></table>",WGS84 (EPSG:4326),True,98.7253861111,49.6290916667,98.7450944444,49.6643611111,98.73583049834085,49.645117929513304,https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga,Each source outer ring contains a required closing coordinate that repeats its first vertex; the declared count excludes closing coordinates.,
9116,Дашжав уул,91,9116,Дашжав уул,91_0016_Дашжав_уул,Хөвсгөл,Цагаан-Уул,4253.77,45,46,45,Polygon,1,0,0,tender_areas,,"<table border='1' cellpadding='4' cellspacing='0'><tr><th align='left'>Сонгон шалгаруулалт</th><td>91</td></tr><tr><th align='left'>Талбай</th><td>Дашжав уул</td></tr><tr><th align='left'>Код</th><td>9116</td></tr><tr><th align='left'>Аймаг</th><td>Хөвсгөл</td></tr><tr><th align='left'>Сум</th><td>Цагаан-Уул</td></tr><tr><th align='left'>Талбай (га)</th><td>4253.77</td></tr><tr><th align='left'>Ашигт малтмал</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Координатын тоо</th><td>45</td></tr><tr><th align='left'>Coordinate System</th><td>WGS84 (EPSG:4326)</td></tr><tr><th align='left'>Эх сурвалж</th><td><a href=""https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga"">https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga</a></td></tr><tr><th align='left'>Геологийн муж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Тектоникийн нэгж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>1:200,000 геологийн лист</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Илэрцүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ордууд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ашигт малтмалын илрэлүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ойролцоох лицензүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол зам хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Суурин газар хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол мөрөн</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Хамгаалалттай газар</th><td>Мэдээлэл байхгүй</td></tr></table>",WGS84 (EPSG:4326),True,98.4498166667,49.6865916667,98.5949722222,49.7565083333,98.51466247528163,49.722309439168406,https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga,Each source outer ring contains a required closing coordinate that repeats its first vertex; the declared count excludes closing coordinates.,
9117,Тэмээн чулууны хоолой,91,9117,Тэмээн чулууны хоолой,91_0017_Тэмээн_чулууны_хоолой,Говь-Алтай,Эрдэнэ,6412.07,23,24,23,Polygon,1,0,0,tender_areas,,"<table border='1' cellpadding='4' cellspacing='0'><tr><th align='left'>Сонгон шалгаруулалт</th><td>91</td></tr><tr><th align='left'>Талбай</th><td>Тэмээн чулууны хоолой</td></tr><tr><th align='left'>Код</th><td>9117</td></tr><tr><th align='left'>Аймаг</th><td>Говь-Алтай</td></tr><tr><th align='left'>Сум</th><td>Эрдэнэ</td></tr><tr><th align='left'>Талбай (га)</th><td>6412.07</td></tr><tr><th align='left'>Ашигт малтмал</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Координатын тоо</th><td>23</td></tr><tr><th align='left'>Coordinate System</th><td>WGS84 (EPSG:4326)</td></tr><tr><th align='left'>Эх сурвалж</th><td><a href=""https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga"">https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga</a></td></tr><tr><th align='left'>Геологийн муж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Тектоникийн нэгж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>1:200,000 геологийн лист</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Илэрцүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ордууд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ашигт малтмалын илрэлүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ойролцоох лицензүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол зам хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Суурин газар хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол мөрөн</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Хамгаалалттай газар</th><td>Мэдээлэл байхгүй</td></tr></table>",WGS84 (EPSG:4326),True,97.7334166667,45.1004166667,97.91675,45.2004138889,97.83770107184144,45.14792726718919,https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga,Each source outer ring contains a required closing coordinate that repeats its first vertex; the declared count excludes closing coordinates.,
9118,Хоолойн хавцал,91,9118,Хоолойн хавцал,91_0018_Хоолойн_хавцал,Баян-Өлгий,Ногооннуур,1935.82,32,33,32,Polygon,1,0,0,tender_areas,,"<table border='1' cellpadding='4' cellspacing='0'><tr><th align='left'>Сонгон шалгаруулалт</th><td>91</td></tr><tr><th align='left'>Талбай</th><td>Хоолойн хавцал</td></tr><tr><th align='left'>Код</th><td>9118</td></tr><tr><th align='left'>Аймаг</th><td>Баян-Өлгий</td></tr><tr><th align='left'>Сум</th><td>Ногооннуур</td></tr><tr><th align='left'>Талбай (га)</th><td>1935.82</td></tr><tr><th align='left'>Ашигт малтмал</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Координатын тоо</th><td>32</td></tr><tr><th align='left'>Coordinate System</th><td>WGS84 (EPSG:4326)</td></tr><tr><th align='left'>Эх сурвалж</th><td><a href=""https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga"">https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga</a></td></tr><tr><th align='left'>Геологийн муж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Тектоникийн нэгж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>1:200,000 геологийн лист</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Илэрцүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ордууд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ашигт малтмалын илрэлүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ойролцоох лицензүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол зам хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Суурин газар хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол мөрөн</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Хамгаалалттай газар</th><td>Мэдээлэл байхгүй</td></tr></table>",WGS84 (EPSG:4326),True,90.0230277778,49.5807583333,90.1021138889,49.6504916667,90.05172217204986,49.623673281635064,https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga,Each source outer ring contains a required closing coordinate that repeats its first vertex; the declared count excludes closing coordinates.,
9119,Цээлийн хяр,91,9119,Цээлийн хяр,91_0019_Цээлийн_хяр,Говь-Алтай,Эрдэнэ,1370.73,11,12,11,Polygon,1,0,0,tender_areas,,"<table border='1' cellpadding='4' cellspacing='0'><tr><th align='left'>Сонгон шалгаруулалт</th><td>91</td></tr><tr><th align='left'>Талбай</th><td>Цээлийн хяр</td></tr><tr><th align='left'>Код</th><td>9119</td></tr><tr><th align='left'>Аймаг</th><td>Говь-Алтай</td></tr><tr><th align='left'>Сум</th><td>Эрдэнэ</td></tr><tr><th align='left'>Талбай (га)</th><td>1370.73</td></tr><tr><th align='left'>Ашигт малтмал</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Координатын тоо</th><td>11</td></tr><tr><th align='left'>Coordinate System</th><td>WGS84 (EPSG:4326)</td></tr><tr><th align='left'>Эх сурвалж</th><td><a href=""https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga"">https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga</a></td></tr><tr><th align='left'>Геологийн муж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Тектоникийн нэгж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>1:200,000 геологийн лист</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Илэрцүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ордууд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ашигт малтмалын илрэлүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ойролцоох лицензүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол зам хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Суурин газар хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол мөрөн</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Хамгаалалттай газар</th><td>Мэдээлэл байхгүй</td></tr></table>",WGS84 (EPSG:4326),True,97.8917472222,45.0535444444,97.9599916667,45.1004166667,97.9207552978755,45.077382583044155,https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga,Each source outer ring contains a required closing coordinate that repeats its first vertex; the declared count excludes closing coordinates.,
9120,Хөх хадны худаг,91,9120,Хөх хадны худаг,91_0020_Хөх_хадны_худаг,Өвөрхангай,Нарийнтээл,2976.81,118,119,118,Polygon,1,0,0,tender_areas,,"<table border='1' cellpadding='4' cellspacing='0'><tr><th align='left'>Сонгон шалгаруулалт</th><td>91</td></tr><tr><th align='left'>Талбай</th><td>Хөх хадны худаг</td></tr><tr><th align='left'>Код</th><td>9120</td></tr><tr><th align='left'>Аймаг</th><td>Өвөрхангай</td></tr><tr><th align='left'>Сум</th><td>Нарийнтээл</td></tr><tr><th align='left'>Талбай (га)</th><td>2976.81</td></tr><tr><th align='left'>Ашигт малтмал</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Координатын тоо</th><td>118</td></tr><tr><th align='left'>Coordinate System</th><td>WGS84 (EPSG:4326)</td></tr><tr><th align='left'>Эх сурвалж</th><td><a href=""https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga"">https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga</a></td></tr><tr><th align='left'>Геологийн муж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Тектоникийн нэгж</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>1:200,000 геологийн лист</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Илэрцүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ордууд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ашигт малтмалын илрэлүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Ойролцоох лицензүүд</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол зам хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Суурин газар хүртэлх ойролцоо зай</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Гол мөрөн</th><td>Мэдээлэл байхгүй</td></tr><tr><th align='left'>Хамгаалалттай газар</th><td>Мэдээлэл байхгүй</td></tr></table>",WGS84 (EPSG:4326),True,101.43725,45.6665888889,101.4994972222,45.7287972222,101.46641242385616,45.69986171739755,https://mrpam.gov.mn/news/songon-shalgaruulalt-91-n-urilga,Each source outer ring contains a required closing coordinate that repeats its first vertex; the declared count excludes closing coordinates.,
